propertyzip	squarefeet	latitude	longitude	altitude (m)	noofstories	improvementmarketvalue	totalmarketvalue	marketvalueyear
77554	15725	29.272106	-94.876417	1.5	1	84860	398160	2018
77554	6055	29.142219	-95.053074	3	1	227290	375030	2018
77551	4966	29.286102	-94.827263	3.5	1	83270	104270	2018
77554	6098	29.141904	-95.054759	1.5	1	171610	320840	2018
77551	7841	29.284137	-94.828303	3.3	1	169540	188940	2018
77550	3485	29.28219	-94.812338	2.4	1	59480	72530	2018
77550	5097	29.290323	-94.794101	1.9	1	158960	175140	2018
77551	2962	29.288272	-94.827187	2.7	1	104590	115090	2018
77550	1655	29.297001	-94.783518	4.6	1	99680	105910	2018
77554	5924	29.14699	-95.044452	2.5	1	123800	268580	2018
77550	8668	29.294202	-94.816358	1.5	1	96220	122900	2018
77554	6578	29.139405	-95.045656	1.2	1	127260	157060	2018
77551	3920	29.280185	-94.820376	2.4	1	111990	128330	2018
77554	9975	29.126345	-95.067613	2	1	67050	84550	2018
77554	9496	29.111628	-95.086481	1.4	1	201740	285990	2018
77551	2962	29.287863	-94.827211	1.5	1	50080	60580	2018
77550	4879	29.289522	-94.79923	3.4	1	179040	197240	2018
77551	5968	29.288512	-94.824367	3.2	1	57490	78490	2018
77550	4530	29.292966	-94.814684	1.7	1	103380	117710	2018
77551	5053	29.288105	-94.818651	0.4	1	100660	124600	2018
77550	6229	29.288818	-94.814269	0.3	1	95030	120770	2018
77550	5445	29.280747	-94.80384	0.4	1	106050	126420	2018
77550	3441	29.293836	-94.808122	1.5	1	54590	67360	2018
77554	6229	29.14238	-95.047986	1.7	1	229690	258000	2018
77554	5924	29.146673	-95.044204	0.9	1	116550	229750	2018
77550	2222	29.294355	-94.804305	1.1	1	86390	94670	2018
77551	6098	29.28233	-94.828513	2.8	1	130160	140270	2018
77554	6578	29.193617	-94.979271	2.5	1	166270	272000	2018
77554	12458	29.138904	-95.046648	2	1	104090	160710	2018
77554	9017	29.199797	-94.991281	1.5	1	323980	731010	2018
77554	5401	29.225368	-94.91824	1.5	1	240250	333760	2018
77550	2526	29.287278	-94.805265	2.5	1	101650	111190	2018
77551	1655	29.281776	-94.826385	1.6	1	30030	35810	2018
77554	7971	29.299947	-94.924379	2.1	1	171270	263450	2018
77554	6055	29.145613	-95.050401	2.6	1	263750	411740	2018
77554	14113	29.231471	-94.907177	3	1	132580	141020	2018
77554	6882	29.183984	-94.977232	2.7	1	221760	242180	2018
77554	4095	29.193668	-94.986128	3.3	1	171440	262670	2018
77554	4095	29.1936	-94.984598	0.7	1	82240	173690	2018
77550	2134	29.292285	-94.811516	1.9	1	22530	30590	2018
77550	5009	29.286953	-94.801802	1.5	1	98240	117320	2018
77550	3311	29.298816	-94.809201	4.1	1	84020	91510	2018
77551	7013	29.259236	-94.84584	1.5	1	17780	35980	2018
77554	7444	29.188185	-94.973815	0.6	1	92800	114860	2018
77551	6578	29.267679	-94.841971	1.5	1	191860	212320	2018
77550	9148	29.323394	-94.772301	0.4	1	331700	363280	2018
77554	7444	29.18736	-94.97446	1.6	1	121000	143060	2018
77550	11548	29.28731	-94.812797	2.7	1	223470	276710	2018
77551	2962	29.286991	-94.828789	1.6	1	42190	52690	2018
77550	1481	29.303875	-94.782961	4.1	1	108830	115340	2018
77551	6273	29.274756	-94.823111	1.9	1	170160	191620	2018
77550	8581	29.293053	-94.805252	2.8	1	206940	236970	2018
77550	5271	29.28576	-94.809096	1.5	1	80700	100300	2018
77550	5401	29.281304	-94.806806	2.9	1	174230	191240	2018
77551	4182	29.284558	-94.828783	1	1	86430	104070	2018
77550	5445	29.285874	-94.799225	1.5	1	181980	197660	2018
77554	6055	29.145331	-95.050867	2.7	1	284490	432480	2018
77550	3615	29.294382	-94.801999	2.4	1	43530	55000	2018
77550	2570	29.290379	-94.810408	1.5	1	41760	51300	2018
77554	8756	29.186189	-94.976368	2.1	1	45100	71050	2018
77554	5576	29.130454	-95.060315	2.7	1	131170	154580	2018
77550	4792	29.29308	-94.802273	1.8	1	92460	107580	2018
77550	2570	29.281921	-94.810466	1.6	1	17340	26920	2018
77551	5968	29.282674	-94.823736	3.2	1	187410	208410	2018
77554	7144	29.26678	-94.877597	1.5	1	120300	246200	2018
77554	5358	29.22802	-94.921003	1.8	1	205230	235700	2018
77550	3180	29.296168	-94.797343	2.6	1	115440	125560	2018
77550	5140	29.297302	-94.782469	2.9	1	119370	138530	2018
77551	5968	29.284738	-94.824342	2.6	1	86710	111460	2018
77551	5489	29.287889	-94.830325	0.4	1	108600	116300	2018
77554	6229	29.141029	-95.051267	3	1	149630	268230	2018
77550	7710	29.283142	-94.801884	1.8	1	525870	553220	2018
77550	5576	29.292563	-94.807176	2.6	1	39330	60000	2018
77551	5489	29.289265	-94.820724	4.4	1	157540	179270	2018
77554	5968	29.142213	-95.043331	1.6	1	74370	101460	2018
77550	2222	29.286108	-94.805392	1.4	1	78150	86490	2018
77554	6882	29.185429	-94.979303	3	1	178730	199170	2018
77550	3398	29.283536	-94.812735	2.6	1	104660	117380	2018
77554	7492	29.200341	-94.942401	3.1	1	289790	317920	2018
77551	6229	29.288608	-94.81561	1.9	1	199980	229390	2018
77550	3833	29.288892	-94.808397	2.3	1	70500	84810	2018
77551	6578	29.262269	-94.838881	1.5	1	185770	206230	2018
77550	3833	29.299656	-94.780813	1.7	1	91380	105680	2018
77550	1742	29.301805	-94.777683	1.3	1	56030	62470	2018
77550	1394	29.298391	-94.788145	3	1	29170	34340	2018
77551	7013	29.273329	-94.824535	2.2	1	146280	170230	2018
77554	20038	29.281268	-94.87859	2.7	1	344890	440000	2018
77554	6229	29.143181	-95.044673	2.2	1	249560	277870	2018
77551	2222	29.285266	-94.816574	1.9	1	34290	43570	2018
77551	5968	29.285414	-94.82003	1.5	1	165200	189950	2018
77550	5140	29.292378	-94.815143	3.3	1	110730	126920	2018
77551	7536	29.270457	-94.837239	0.7	1	120080	146070	2018
77554	28053	29.245434	-94.873697	1.6	1	52450	80490	2018
77551	2962	29.279565	-94.821248	2.1	1	64500	83060	2018
77554	7449	29.1854	-94.976475	1.5	1	201860	223970	2018
77554	6229	29.144132	-95.045417	3.9	1	161690	190000	2018
77550	6011	29.313925	-94.768347	4.3	1	150530	170480	2018
77554	5009	29.135313	-95.053645	4.6	1	200460	236650	2018
77554	8799	29.236853	-94.905853	1.5	1	65040	74270	2018
77550	4487	29.307946	-94.78414	1.5	1	124070	143310	2018
77554	4966	29.136759	-95.050733	1.1	1	164930	259930	2018
77551	1742	29.280282	-94.827328	3.9	1	44420	50550	2018
77550	1481	29.297174	-94.811088	0.8	1	64340	69010	2018
77550	3267	29.284516	-94.809496	3.5	1	91290	103410	2018
77551	6011	29.287554	-94.828393	2.3	1	77610	98610	2018
77550	3833	29.291521	-94.811767	3.9	1	74370	88630	2018
77550	5140	29.281369	-94.808963	1.4	1	71370	100340	2018
77551	5663	29.287476	-94.830676	2.5	1	72270	80250	2018
77550	4487	29.286307	-94.797035	2.3	1	171990	188740	2018
77550	2222	29.286223	-94.794911	1.5	1	61650	68670	2018
77551	6186	29.277374	-94.832602	2.7	1	138690	158750	2018
77550	5968	29.315844	-94.770386	1.8	1	83810	101140	2018
77551	4922	29.271862	-94.844746	1.6	1	72780	79670	2018
77554	6578	29.190861	-94.980596	0.1	1	152980	220530	2018
77550	5140	29.302497	-94.775035	3.6	1	88680	117710	2018
77550	4321	29.323745	-94.742121	3.9	1	443600	638000	2018
77550	5968	29.320026	-94.771246	1.6	1	105860	132100	2018
77550	3006	29.282171	-94.812413	1.5	1	104890	121820	2018
77551	4966	29.287588	-94.819122	1.5	1	139748	159498	2018
77551	6142	29.273685	-94.828193	1.6	1	75640	84120	2018
77554	6578	29.195489	-94.98101	1	1	196210	357750	2018
77554	4487	29.13835	-95.049047	1.5	1	174850	260350	2018
77551	5750	29.269202	-94.824573	1.5	1	146330	154380	2018
77551	3572	29.291286	-94.817778	1.2	1	55300	67900	2018
77551	5576	29.275643	-94.845384	0.4	1	141060	166640	2018
77550	6970	29.296419	-94.792784	1.4	1	178520	236300	2018
77551	6656	29.272958	-94.828498	3	1	43900	52390	2018
77550	3354	29.284608	-94.80352	1.7	1	86270	98790	2018
77551	4922	29.287562	-94.831847	2.6	1	85170	93340	2018
77554	7444	29.186461	-94.973092	1.5	1	218370	240430	2018
77554	6273	29.142796	-95.05023	0.3	1	219730	339660	2018
77554	6882	29.1952	-94.985226	3.5	1	150130	319010	2018
77554	14113	29.143211	-95.037445	1.6	1	211470	250000	2018
77551	6578	29.266754	-94.841272	2.3	1	119070	139530	2018
77551	8999	29.282668	-94.824846	1.6	1	155760	185160	2018
77551	6273	29.260765	-94.845327	1.8	1	148580	160870	2018
77551	6098	29.282173	-94.829115	1.4	1	103240	113350	2018
77551	5968	29.286837	-94.816338	1.3	1	126490	151240	2018
77554	4487	29.296005	-94.912295	2.3	1	246280	315830	2018
77550	3441	29.299722	-94.789021	2.8	1	155980	172280	2018
77550	6447	29.315854	-94.77254	0.4	1	145130	167200	2018
77550	5140	29.285046	-94.799767	3.5	1	115920	135000	2018
77551	5968	29.282461	-94.817399	1.8	1	110080	134830	2018
77554	6011	29.129993	-95.061668	1.5	1	174850	199930	2018
77554	9248	29.184811	-94.972239	2.2	1	102330	129730	2018
77554	6578	29.194692	-94.979821	3	1	236490	376000	2018
77551	6360	29.269629	-94.841933	1.5	1	88130	107850	2018
77554	266674	29.214056	-94.918055	1.4	1	193890	261640	2018
77550	1437	29.297773	-94.808223	2.7	1	14200	18840	2018
77554	11805	29.213791	-94.929327	3.3	1	125170	129910	2018
77550	3703	29.284121	-94.812155	0.2	1	84600	98380	2018
77554	8494	29.195021	-94.983648	2.4	1	386720	576000	2018
77551	6795	29.274031	-94.823756	2	1	135540	158750	2018
77551	5968	29.279557	-94.820683	1.5	1	113190	137950	2018
77554	6229	29.141972	-95.047667	2.8	1	271210	299520	2018
77551	6011	29.289092	-94.827674	3	1	104030	125030	2018
77554	5140	29.260058	-94.871168	3	1	261720	340000	2018
77551	5489	29.280839	-94.828641	3	1	135920	145000	2018
77554	11500	29.293885	-94.862635	4.3	1	122730	174480	2018
77550	2614	29.302186	-94.776572	1.5	1	58870	67120	2018
77551	3833	29.282898	-94.815164	3.6	1	72820	87210	2018
77551	11639	29.274952	-94.825401	2.4	1	217900	245540	2018
77551	5619	29.269576	-94.825789	1.5	1	78560	86460	2018
77554	18809	29.138296	-95.047157	0.5	1	215430	300360	2018
77554	7231	29.144974	-95.052309	1.1	1	251290	504830	2018
77550	7405	29.311323	-94.769122	1.7	1	75790	125810	2018
77551	8973	29.280966	-94.824609	2.9	1	95200	124600	2018
77551	6186	29.269783	-94.836847	1.5	1	122110	140090	2018
77551	2962	29.285897	-94.81987	2.7	1	62620	75000	2018
77550	5097	29.302934	-94.774902	1.4	1	89270	108340	2018
77551	6186	29.270083	-94.837221	0.5	1	131140	149120	2018
77550	2134	29.281335	-94.812754	3.1	1	137200	149290	2018
77554	5968	29.213612	-94.918833	2.5	1	180590	257090	2018
77554	8760	29.186544	-94.97531	3.5	1	137790	163740	2018
77554	221111	29.236504	-94.915976	2.8	1	160450	208040	2018
77550	4051	29.299079	-94.789611	0.6	1	127100	142160	2018
77554	4182	29.252999	-94.86828	1.5	1	107430	132000	2018
77554	6360	29.146409	-95.047	0.1	1	94870	250000	2018
77554	4487	29.139215	-95.050488	1.5	1	126670	212170	2018
77554	6665	29.298559	-94.916231	3.8	1	349690	418670	2018
77551	5140	29.286635	-94.817455	3.8	1	179660	204080	2018
77551	5140	29.284336	-94.816916	2.4	1	108240	129530	2018
77550	4182	29.292569	-94.810267	3.8	1	55580	71170	2018
77550	5793	29.322429	-94.772046	3	1	159900	185280	2018
77554	7449	29.186173	-94.977091	2.8	1	172340	194450	2018
77550	4530	29.290467	-94.794018	1.5	1	137060	151420	2018
77550	1742	29.29499	-94.792377	1.5	1	130150	145220	2018
77554	4792	29.196429	-94.986793	1.4	1	147760	266100	2018
77550	5140	29.289533	-94.807946	1.5	1	81710	100790	2018
77550	3964	29.283674	-94.80511	2.7	1	83050	97900	2018
77551	7928	29.268585	-94.840597	3.3	1	190590	215240	2018
77550	5097	29.302531	-94.774906	1.5	1	117570	146460	2018
77550	8059	29.314471	-94.769912	1.9	1	146890	185870	2018
77551	2962	29.288763	-94.823786	4	1	111980	122480	2018
77554	5227	29.139279	-95.049387	2	1	244000	343750	2018
77551	11500	29.271661	-94.821676	3.3	1	276540	319220	2018
77551	5968	29.278618	-94.824757	2.9	1	129370	150380	2018
77551	4922	29.272075	-94.844861	2.9	1	35900	42790	2018
77554	5968	29.197746	-94.982872	1.5	1	163900	310750	2018
77551	5227	29.287388	-94.839324	1.5	1	60920	83240	2018
77550	5140	29.296462	-94.789551	1.9	1	28840	48000	2018
77550	7710	29.308065	-94.780071	1.4	1	259500	292590	2018
77551	3485	29.281662	-94.820156	1.8	1	73640	88080	2018
77554	5968	29.207449	-94.934986	1.5	1	254270	282470	2018
77550	1786	29.296863	-94.809344	0.4	1	18990	24680	2018
77554	5968	29.204372	-94.935676	0.6	1	259550	341680	2018
77550	2439	29.296115	-94.799149	3.9	1	8330	16070	2018
77550	6360	29.300803	-94.777888	1.5	1	67950	87790	2018
77554	18687	29.224063	-94.900275	0.9	1	491500	628960	2018
77550	5097	29.293566	-94.798259	1.1	1	52530	71600	2018
77550	2047	29.295632	-94.784295	2.8	1	87190	94850	2018
77550	2657	29.30555	-94.786468	2.7	1	241040	252540	2018
77551	5489	29.288056	-94.830873	2	1	106640	114340	2018
77550	3398	29.29365	-94.789197	4.1	1	91680	104340	2018
77551	5445	29.275802	-94.828335	1.7	1	154270	161900	2018
77554	6578	29.197481	-94.98437	4.3	1	77200	319500	2018
77550	4182	29.29852	-94.779375	4.2	1	78890	94570	2018
77551	3136	29.278968	-94.829184	2.9	1	172950	177350	2018
77554	19994	29.127373	-95.06701	3.4	1	77890	112890	2018
77550	5097	29.288983	-94.794064	2.2	1	76100	95170	2018
77550	5097	29.293778	-94.788703	4.3	1	193860	212930	2018
77554	19994	29.12941	-95.07	3	1	153030	188030	2018
77550	1742	29.307071	-94.777013	2.6	1	82080	90000	2018
77554	6229	29.141432	-95.043308	2.5	1	96640	124950	2018
77550	1394	29.297831	-94.815778	2	1	15690	18860	2018
77550	2439	29.294741	-94.784026	1.7	1	69200	78270	2018
77551	5968	29.281236	-94.823579	1.5	1	98100	119100	2018
77554	5576	29.267244	-94.878758	2.8	1	73810	101810	2018
77550	1263	29.28724	-94.794855	2.9	1	74160	78220	2018
77554	2962	29.175088	-94.983627	1.5	1	121520	146990	2018
77550	5097	29.301798	-94.775619	1.5	1	79050	95230	2018
77551	4487	29.280319	-94.821064	1.2	1	125030	143590	2018
77550	8668	29.294704	-94.787888	2.2	1	179820	228760	2018
77551	2962	29.283607	-94.826922	1.5	1	60860	73240	2018
77550	50573	29.323541	-94.773318	3.4	1	205550	387980	2018
77550	2526	29.29666	-94.784842	4.5	1	87050	96540	2018
77550	2309	29.303297	-94.784024	2.2	1	118310	128230	2018
77551	5968	29.285084	-94.829386	3.2	1	84920	93310	2018
77554	6360	29.179451	-94.977318	3.8	1	192470	245940	2018
77554	17250	29.270635	-94.877009	2.2	1	175810	289000	2018
77551	6360	29.270188	-94.840569	0.5	1	200220	219940	2018
77551	2483	29.286255	-94.815669	3.9	1	86710	96940	2018
77550	3659	29.282327	-94.805138	4.4	1	118700	132440	2018
77554	4792	29.194104	-94.983656	2.5	1	120380	227180	2018
77551	5968	29.288783	-94.827322	2.9	1	46780	67780	2018
77551	12110	29.263287	-94.840391	0.8	1	319310	355000	2018
77551	4966	29.261851	-94.842727	3.1	1	158470	184220	2018
77550	5968	29.284395	-94.809466	4.4	1	178580	200860	2018
77550	5140	29.2823	-94.801463	2.9	1	104760	123840	2018
77551	3746	29.281622	-94.822445	1.5	1	39430	54900	2018
77551	2526	29.279755	-94.815106	2.5	1	89470	98940	2018
77550	5140	29.296732	-94.808737	1.5	1	55420	71670	2018
77551	10498	29.285732	-94.838288	1.9	1	73950	200030	2018
77550	5140	29.282613	-94.809037	1.5	1	108900	127980	2018
77550	10672	29.312286	-94.771243	0.4	1	312920	457000	2018
77554	6055	29.141631	-95.052156	0.4	1	182730	298250	2018
77551	4966	29.289618	-94.819813	2.7	1	143490	163240	2018
77550	2134	29.289161	-94.805953	0.3	1	52500	62030	2018
77550	5009	29.290461	-94.800792	1.1	1	95010	116980	2018
77550	5053	29.281629	-94.803842	1.5	1	72290	90990	2018
77550	5097	29.288963	-94.806507	0.2	1	80930	100000	2018
77554	6229	29.141293	-95.04812	0.9	1	146560	174870	2018
77554	5706	29.115084	-95.08504	2.7	1	272740	295640	2018
77550	1568	29.286348	-94.80367	3	1	117270	123630	2018
77550	5140	29.298362	-94.794428	0.4	1	111990	131140	2018
77554	7100	29.183174	-94.969814	2.3	1	181100	273760	2018
77551	6142	29.27449	-94.827289	1.5	1	39160	47650	2018
77550	3441	29.290755	-94.808977	4.6	1	71960	91230	2018
77554	3615	29.189527	-94.981312	2.4	1	121180	202390	2018
77551	6186	29.270227	-94.836869	1.5	1	115970	133950	2018
77554	6578	29.197599	-94.984178	2.4	1	435850	597390	2018
77551	5140	29.288112	-94.818624	3.1	1	119470	143890	2018
77550	5140	29.304593	-94.783906	1.2	1	119550	141520	2018
77554	6273	29.143618	-95.048026	1.5	1	117640	237570	2018
77550	5663	29.321632	-94.772323	4.1	1	119970	144800	2018
77550	4095	29.289286	-94.792415	3.3	1	57160	80270	2018
77554	6360	29.146159	-95.045424	1.5	1	122120	243420	2018
77550	5140	29.306438	-94.773219	0.4	1	129980	176470	2018
77551	6970	29.27716	-94.8377	1.5	1	73190	89990	2018
77550	5140	29.303325	-94.787207	2.8	1	200330	222300	2018
77550	5140	29.30599	-94.784375	3.3	1	324330	343410	2018
77550	5140	29.284819	-94.80392	1.5	1	196880	215990	2018
77550	6011	29.291883	-94.797623	1.8	1	99200	124850	2018
77551	3485	29.28152	-94.820697	2.6	1	119670	134110	2018
77550	5140	29.282748	-94.810113	2.8	1	105030	124110	2018
77550	5162	29.282118	-94.811467	1.1	1	120920	140000	2018
77550	5140	29.28308	-94.808819	3.1	1	99200	118280	2018
77551	4792	29.288213	-94.825468	2.8	1	172310	189110	2018
77550	1655	29.300472	-94.784298	1.6	1	124360	132280	2018
77550	3833	29.296992	-94.78363	1.5	1	113350	127610	2018
77551	18382	29.273455	-94.822231	4.4	1	317420	363140	2018
77550	5968	29.31903	-94.772236	1.4	1	190690	216930	2018
77551	4095	29.273936	-94.827427	4.3	1	97160	102910	2018
77554	6229	29.144632	-95.043253	1.6	1	84050	112360	2018
77554	19471	29.264461	-94.867861	2.7	1	166350	274500	2018
77551	5968	29.261972	-94.843173	3.1	1	197740	224010	2018
77554	5184	29.295277	-94.918785	1.1	1	274980	339780	2018
77551	2962	29.281872	-94.821595	3.8	1	83880	102440	2018
77554	6098	29.142729	-95.055405	0.9	1	325770	475000	2018
77551	2962	29.284503	-94.825573	1.5	1	41750	54130	2018
77550	2222	29.29431	-94.78776	2.6	1	75500	83900	2018
77554	9409	29.29711	-94.923926	2.9	1	128530	234870	2018
77554	5097	29.213103	-94.949403	1.3	1	205130	478880	2018
77551	13983	29.277707	-94.840935	3	1	103340	118520	2018
77550	2657	29.295159	-94.791788	1.9	1	104160	115570	2018
77554	5009	29.138143	-95.052693	1.5	1	193160	229350	2018
77551	6360	29.268724	-94.841043	2.7	1	129840	149560	2018
77554	19994	29.126919	-95.066656	1.4	1	81790	116790	2018
77550	1699	29.287999	-94.805476	3	1	93810	100170	2018
77551	6273	29.274854	-94.824611	1.5	1	112400	133820	2018
77554	3964	29.139673	-95.05229	2.6	1	198270	274270	2018
77554	10498	29.294422	-94.914798	1.5	1	292470	404470	2018
77554	6621	29.191059	-94.977761	1.5	1	187400	254950	2018
77550	7536	29.314891	-94.771017	3.6	1	105030	125050	2018
77551	6578	29.275765	-94.838696	2.2	1	157080	168230	2018
77551	12301	29.273646	-94.82793	2.5	1	87060	98990	2018
77550	2526	29.294565	-94.799598	1.5	1	46650	56180	2018
77551	9757	29.272695	-94.821394	1	1	231080	273010	2018
77554	4182	29.298864	-94.928089	4.1	1	231220	406560	2018
77550	1394	29.291359	-94.802792	1.3	1	25380	29720	2018
77550	8276	29.315258	-94.767903	1.5	1	122840	162070	2018
77554	4356	29.256649	-94.868611	1.5	1	250360	319410	2018
77551	8930	29.264344	-94.847747	0.8	1	164610	239670	2018
77550	2526	29.294292	-94.786756	1.6	1	66120	74210	2018
77554	19994	29.126125	-95.065205	1.5	1	169630	204630	2018
77551	5968	29.282254	-94.819704	1.3	1	173290	198040	2018
77551	6186	29.274013	-94.826159	1.7	1	110160	130450	2018
77550	7710	29.281654	-94.812688	2.5	1	112210	139560	2018
77550	2701	29.291503	-94.811835	3.6	1	47080	57230	2018
77554	6795	29.142019	-95.050624	3.3	1	250880	380760	2018
77554	5358	29.299126	-94.919702	2.7	1	417320	479430	2018
77551	9060	29.267216	-94.847189	1.5	1	188690	255960	2018
77550	4792	29.293538	-94.796289	4.1	1	86650	104470	2018
77554	3136	29.187778	-94.980956	2.9	1	155240	225330	2018
77554	7057	29.294019	-94.916216	2.3	1	145400	259000	2018
77554	7449	29.216983	-94.943226	1.5	1	179650	249710	2018
77551	1960	29.277952	-94.825699	1.7	1	74960	83210	2018
77551	5489	29.286751	-94.830429	1.5	1	69140	76840	2018
77554	20604	29.233698	-94.900032	2.7	1	93570	99480	2018
77551	5968	29.280406	-94.818029	3.8	1	149590	174350	2018
77550	5097	29.300576	-94.785982	1.1	1	195930	215000	2018
77554	5837	29.236898	-94.904881	4.3	1	109280	116280	2018
77554	5489	29.195059	-94.984714	2.7	1	137620	260000	2018
77554	8581	29.194635	-94.986259	3.9	1	227410	437900	2018
77550	5489	29.315988	-94.768672	0.2	1	96390	132000	2018
77551	6882	29.277523	-94.815607	1.6	1	214390	253320	2018
77551	6970	29.271606	-94.834079	0.2	1	89800	102870	2018
77554	6882	29.183819	-94.976872	1.8	1	56500	76920	2018
77554	6055	29.141492	-95.054436	2	1	195850	311370	2018
77550	2526	29.300272	-94.777832	1.9	1	61760	69850	2018
77554	6229	29.14235	-95.047375	1.5	1	160840	189150	2018
77551	5663	29.276527	-94.844141	2.1	1	125990	148100	2018
77554	5009	29.137986	-95.052949	2.2	1	212260	248450	2018
77550	5097	29.296611	-94.79355	1.5	1	297160	335290	2018
77551	6882	29.276727	-94.818627	3	1	173180	212110	2018
77551	6795	29.268444	-94.843858	4	1	254040	286440	2018
77554	4443	29.139254	-95.056354	2.8	1	273800	370100	2018
77550	3964	29.291845	-94.808816	1.4	1	156790	179240	2018
77551	4182	29.284952	-94.82728	1.5	1	67230	84870	2018
77551	5489	29.287687	-94.831075	3.1	1	57300	65000	2018
77550	5097	29.284114	-94.805395	1.5	1	111880	130960	2018
77554	6229	29.142072	-95.042237	2.2	1	105420	133730	2018
77551	6970	29.277036	-94.837634	0.7	1	119090	135890	2018
77550	4879	29.296177	-94.812036	4.5	1	13960	24940	2018
77550	7187	29.294493	-94.805294	1.6	1	139850	165670	2018
77551	5968	29.29095	-94.822674	1.5	1	66760	91510	2018
77551	2962	29.288065	-94.822508	2.5	1	70120	82500	2018
77551	5489	29.274431	-94.826162	1.5	1	102560	115790	2018
77554	7579	29.282415	-94.869274	1.6	1	188980	244830	2018
77551	8581	29.281106	-94.828891	2.8	1	36860	41830	2018
77551	5968	29.274699	-94.819613	2.3	1	174660	203160	2018
77550	4400	29.299913	-94.780929	1.5	1	78580	94930	2018
77551	6578	29.261782	-94.839175	1.4	1	103280	123740	2018
77554	9583	29.146329	-95.045557	2.7	1	249200	431140	2018
77550	7710	29.287471	-94.805469	1.3	1	157080	185000	2018
77551	6186	29.271165	-94.834578	4.4	1	100410	118390	2018
77550	10280	29.283989	-94.798653	3.4	1	468050	525880	2018
77554	6795	29.255083	-94.868208	1.2	1	193920	220410	2018
77550	5140	29.292546	-94.816584	3.6	1	87630	103890	2018
77554	6665	29.148708	-95.045566	1.5	1	222430	385000	2018
77554	7971	29.129765	-95.058231	2.5	1	215000	253620	2018
77550	6011	29.314157	-94.768076	2.3	1	127900	147850	2018
77551	6970	29.269613	-94.84003	3.4	1	161020	182710	2018
77554	5663	29.192483	-94.984194	1.3	1	133960	260380	2018
77554	10019	29.13078	-95.070191	1.4	1	223190	348190	2018
77554	5097	29.22501	-94.919474	1	1	271360	359030	2018
77550	5097	29.300043	-94.785935	3	1	216500	235570	2018
77550	5140	29.282405	-94.802602	1.5	1	134550	153630	2018
77551	6142	29.277257	-94.828072	1.5	1	148240	156860	2018
77550	4792	29.288723	-94.800194	1.5	1	196480	216910	2018
77554	14985	29.281216	-94.868575	1.5	1	160930	213700	2018
77554	5227	29.138535	-95.048805	3.3	1	143970	243720	2018
77554	5184	29.134135	-95.06068	1.1	1	132090	194490	2018
77551	5097	29.280731	-94.816816	0.5	1	51070	70000	2018
77551	6970	29.277783	-94.838032	1.5	1	48050	64850	2018
77550	1786	29.285511	-94.799645	2.2	1	257990	268010	2018
77554	5968	29.144524	-95.042772	1.7	1	109080	136170	2018
77550	1568	29.286562	-94.803743	2.6	1	120960	126920	2018
77554	7187	29.26714	-94.877771	3.2	1	178930	267830	2018
77554	6578	29.19444	-94.981058	0.6	1	220380	359420	2018
77554	4966	29.138572	-95.052151	2.2	1	175500	270500	2018
77550	3790	29.285205	-94.81327	2.8	1	66730	80900	2018
77550	5140	29.310161	-94.784554	2.4	1	99050	115300	2018
77550	6490	29.320936	-94.770588	2.7	1	95570	120000	2018
77551	9060	29.268397	-94.845321	2.2	1	176810	253690	2018
77551	2483	29.278153	-94.822036	1.5	1	118960	134430	2018
77551	2962	29.288532	-94.828281	3.2	1	64500	75000	2018
77551	2962	29.288842	-94.828631	1.5	1	62680	73180	2018
77554	13809	29.185596	-94.978403	4.3	1	246520	287400	2018
77554	7013	29.252615	-94.867111	1.1	1	174130	205890	2018
77554	5576	29.266246	-94.878229	1.4	1	112000	140000	2018
77554	5009	29.134162	-95.05298	1.5	1	174030	210220	2018
77551	2962	29.283362	-94.815474	1.5	1	64500	76880	2018
77554	2657	29.188791	-94.981247	2.4	1	75300	135380	2018
77550	2788	29.300541	-94.80233	1	1	14030	24430	2018
77551	4966	29.286796	-94.820342	2.3	1	163670	183420	2018
77554	6142	29.203624	-94.936112	1.8	1	201600	324000	2018
77550	6242	29.288818	-94.814269	1.5	1	235390	261130	2018
77551	2962	29.287402	-94.82689	4	1	92570	103070	2018
77550	2570	29.300915	-94.779011	2.6	1	37090	45220	2018
77554	43560	29.236346	-94.906885	1.4	1	221520	230900	2018
77551	3964	29.275098	-94.83784	2.6	1	55200	65000	2018
77551	3528	29.279667	-94.827041	1.5	1	148020	162540	2018
77550	1350	29.296968	-94.783717	1.5	1	54360	59360	2018
77554	6578	29.19171	-94.981735	1.1	1	167940	260460	2018
77551	7362	29.264618	-94.846747	1.5	1	205720	239150	2018
77550	4225	29.286593	-94.796386	3	1	156330	172030	2018
77554	80586	29.287747	-94.846659	1.5	1	96900	317260	2018
77551	2962	29.2893	-94.825006	3.2	1	93790	104290	2018
77550	6708	29.320933	-94.772249	0.4	1	177200	204720	2018
77550	2526	29.285663	-94.803436	2.7	1	130470	140000	2018
77551	6186	29.270299	-94.836693	0.9	1	122930	140910	2018
77550	5053	29.305448	-94.773411	1.2	1	97260	116020	2018
77554	17468	29.127639	-95.069597	4.2	1	109310	139940	2018
77554	6229	29.140321	-95.049726	4.3	1	140460	168770	2018
77550	5419	29.285468	-94.812184	1.4	1	25830	42900	2018
77551	6186	29.270182	-94.835128	2.5	1	158870	176850	2018
